"Item","Part Number","Description","Qty.","Remark"
"1","00002056","Screw  GB/T 70  M16 × 70","47",""
"2","92047787","Slewing Ring","1",""
"3","00006823","Gearmotor","1",""
"--","00008952","Motor Assembly","1",""
"--","00008950","Valve Block","1",""
"4","00000678","Bolt  GB/T 5783  M10 × 25","2",""
"5","00000679","Spring Washer  GB/T 93  10","2",""
"6","00001028","Flat Washer  GB/T 96.1  10","2",""
"7","00007341","Proximity Switch","3",""
"8","92049362","Bracket, Switch","1",""
"9","00002934","Screw  GB/T 70  M6 × 35","4",""
"10","00000621","Spring Washer  GB/T 93  6","5",""
"11","00000620","Flat Washer  GB/T 97.1  6","5",""
"12","92100579","Clamp","1",""
"13","00000876","Screw  GB/T 70  M6 × 16","1",""
"14","92100569","Motor Controller","1","Standard"
"","00013428","Motor Controller","1","Optional"
"15","00003875","Bolt  GB/T 5783  M20 × 80","1",""
"16","00002272","Nut  GB/T 6170  M20","1",""
"17","00002734","Bolt  GB/T 5783  M20 × 55","5",""
"18","00001103","Flat Washer 20 JB/ZQ 4080-2006","6",""
"19","92100255","Bolt M16","1",""
