"Item","Part No.","Description","Qty."
"1","00002246","Bolt  GB/T 5783  M5×12","6"
"2","00000606","Washer  GB/T 93  5","6"
"3","00000605","Washer  GB/T 97.1  5","6"
"4","10006289","Sensor cover","1"
"5","00002002","Screw  GB/T 70.1  M4×10","4"
"6","00000779","Washer  GB/T 93  4","4"
"7","00000778","Washer  GB/T 97.1  4","4"
"8","00005018","Rotary sensor","1"
"9","10006269","Sensor bracket","1"
"10","10006285","Switch cover","1"
"11","00000604","Screw  GB/T 70.1  M4×16","2"
"12","00002415","Screw  GB/T 70.1  M4×30","2"
"13","00000748","Limit switch","1"
"14","00005022","8822-3025  Bearing","4"
"15","00004418","Screw  GB/T 70.1  M6×40","2"
"16","00000621","Washer  GB/T 93  6","9"
"17","00000281","Wire clip","1"
"18","00001042","Screw  GB/T 70.1  M6×30","6"
"19","00005063","Wire clip","3"
"20","00002865","Bolt  QC/T 340  M6×14","2"
"21","10006282","Clip bracket","1"
"22","10006201","Mast top","1"
"23","00003867","Elbow","1"
"24","10006272","Pulley","1"
"25","10006281","Cover","1"
"26","00000608","Washer  GB/T 97.1  8","1"
"27","00000609","Washer  GB/T 93  8","1"
"28","00000993","Bolt  GB/T 5783  M8×25","1"
"29","00000818","Bolt  GB/T 5783  M6×16","1"
