"Item","Part No.","Description","Qty."
"1","10005536","Mast cover","1"
"2","10005494","Adjusting plate","16"
"3","10005495","Slide block","4"
"4","10005535","Mast cover","1"
"5","00004828","Screw  GB/T 845  ST5.5×13","6"
"6","10020700","Mast 2 weldment","1"
"7","00004816","Washer  6  DIN 25201","32"
"8","00001180","Screw  GB/T 70.2  M6×20","8"
"9","10005498","Slide block","12"
"10","00001179","Screw  GB/T 70.2  M6×16","24"
"11","00000621","Washer  GB/T 93  6","6"
"12","00000745","Bolt  GB/T 5783  M6×12","6"
"13","","Wire rope assembly (refer to 304.1）","2"
"14","00000620","Washer  GB/T 97.1  6","4"
"15","10005534","Plate","1"
