"№ 
п/п","Код материалов","Наименование и 
спецификация","Версия","Кол-
во","Примечание"
"2","1040004570","Болт","А","7","JB/T5783-2000"
"3","00773400400001250","Стопорный штифт","E","7",""
"7","00773400200001070","Стопорный штифт","F","2",""
"17","02564400401000006","Верхняя стойка","А","1",""
"20","1040301515","Шайба","А","14","GB/T97.1-2002"
"34","1040104848","Винт","А","2","GB/T70.2-2000"
"35","1040102623","Винт","А","1","GB/T70.2-2000"
"36","02564400400001141","Панель заглушки","А","2",""
"37","02564400400001270","Упорная планка III","А","1",""
"38","1040004521","Болт","А","2","JB/T5783-2000"
"39","02564400400001260","Трубный зажим III","А","1",""
"40","1040300771","Шайба","А","16","GB/T97.1-2002"
"41","1040005844","Болт","А","16","JB/T5783-2000"
"42","1040002436","Болт","А","1","JB/T5783-2000"
"43","1040302490","Шайба","B","1","GB/T97.1-2002"
"44","02564400400001140","Панель заглушки","А","1",""
"45","02564400400001150","Панель заглушки I","B","1",""
"46","1040100154","Винт","А","4","GB/T70.1-2000"
"47","02564400400001111","Боковой направляющий 
ползунок верхней стойки","А","2",""
"48","02564400401800000","Узел штифта","А","1",""
"49","1040002433","Болт","А","8","JB/T5783-2000"
"50","00773400410001180","Перегородка вала","C","4",""
"51","02564400400001030","Вал A3","А","1",""
"52","02564400400001040","Вал A4","А","1",""
"53","1040002514","Болт","B","1","JB/T5782-2000"
"54","02564400400001020","Вал A2","А","1",""
"55","02564400400001010","Вал A1","А","1",""
