"№ 
п/п","Код материалов","Наименование и 
спецификация","","Версия","Кол-
во","Примечание"
"","","","","","",""
"","","","","","",""
"26","1140225065","Шланг в сборе","","А","1",""
"27","1140213585","Шланг в сборе","","А","1",""
"28","1140261333","Шланг в сборе","","А","1",""
"29","1140253186","Шланг в сборе","","А","1",""
"30","1140258069","Шланг в сборе","","А","2",""
"31","1140226667","Шланг в сборе","","А","1",""
"32","1140250301","Шланг в сборе","","А","2",""
"33","1159902683","Шланг в сборе","","А","2",""
"34","1140258204","Шланг в сборе","","А","1",""
"35","1140226443","Шланг в сборе","","А","1",""
"36","1140298180","Шланг в сборе","","А","1",""
"37","1140298180","Шланг в сборе","","А","1",""
"38","1140316336","Шланг в сборе","","А","1",""
"39","1140307788","Шланг в сборе","","А","1",""
"40","1140316338","Шланг в сборе","","А","1",""
"41","1140316335","Шланг в сборе","","А","1",""
"42","1140282358","Шланг в сборе","","А","2",""
"43","1140256346","Шланг в сборе","","А","1",""
"44","1140253958","Шланг в сборе","","А","1",""
"45","1140316339","Шланг в сборе","","А","1",""
"46","1140308279","Шланг в сборе","","А","1",""
"47","1140308280","Шланг в сборе","","А","1",""
"48","1140300902","Шланг в сборе","","А","1",""
"49","1140316332","Шланг в сборе","","А","2",""
"50","1140316333","Шланг в сборе","","А","1",""
"51","1140253383","Шланг в сборе","","А","1",""
"52","1140316342","Шланг в сборе","","А","1",""
"53","1140316343","Шланг в сборе","","А","1",""
"54","1140300902","Шланг в сборе","","А","1",""
"55","1140260184","Шланг в сборе","","А","1",""
"56","1140316345","Шланг в сборе","","А","2",""
"57","1140308284","Шланг в сборе","","А","1",""
"58","1140316340","Шланг в сборе","","А","1",""
"59","1140253316","Шланг в сборе","","А","1",""
