"Item","Part No.","Description","Qty."
"1","00003115","7/16-14×1 1/2""  Bolt  ANSI B18.2.1","2"
"2","10002531","Washer","2"
"3","","Rear motor assembly (refer to 106.1)","1"
"4","10002572","Bumper","1"
"5","10002573","Adjusting plate","1"
"6","00001236","Nut  GB/T 889.1  M4","8"
"7","00000778","Washer  GB/T 97.1  4","8"
"8","00002046","Bolt  GB/T 5783  M12×35","2"
"9","00000815","Washer  GB/T 93  12","2"
"10","00000814","Washer  GB/T 97.1  12","2"
"11","10002571","Switch plate","2"
"12","00000604","Screw  GB/T 70.1  M4×16","4"
"13","00003549","Limit switch","2"
"14","00002228","Screw  GB/T 70.1  M4×25","4"
"15","00006230","Wheel (black)","1"
"","10002575","Wheel (grey)","1"
"16","00002274","5/8-18UNF  Nut","9"
"17","00003957","Drive hub","1"
"18","10002568","Rear motor housing weldment","1"
"19","10002570","Cover","1"
"20","00000743","Bolt  GB/T 5783  M6×20","2"
"21","00000621","Washer  GB/T 93  6","2"
"22","00000620","Washer  GB/T 97.1  6","2"
"23","50000112","Nut","2"
"24","00003103","5/8-11×1 3/4""  Bolt  ANSI B18.2.1","6"
"25","00001035","Washer  GB/T 93  16","6"
"26","00000997","Washer  GB/T 97.1  16","6"
