"Item","Part No.","Description","Qty."
"1","00004589","Nut  1 1/8-18UNEF","2"
"2","00003609","M18×1.5  Nut","16"
"3","00006233","Wheel (black)","1"
"","10002555","Wheel (grey)","1"
"4","10002551","Adapter","2"
"5","00004590","Cotter pin  GB/T 91  4×56","2"
"6","10002552","Bolt","16"
"7","00000533","Motor","2"
"8","00001772","Straight fitting","4"
"9","00003608","8821-3225  Bearing","4"
"10","00000233","8822-25215  Bearing","4"
"11","","Right oscillate cylinder assembly (without seal kit) 
(refer to 404.1)","1"
"12","00000369","8812-252825  Bearing","4"
"13","10002546","Clevis yoke","1"
"14","","Steer cylinder assembly (without seal kit) (refer to 405.1)","1"
"15","10002547","Adjusting screw","1"
"16","10002548","Nut  M24×1.5","1"
"17","10002545","Tie rod weldment","1"
"18","00000580","895-25062  Pin","4"
"19","00000217","8902-06045  Pin","6"
"20","00000621","Washer  GB/T 93  6","6"
"21","00000620","Washer  GB/T 97.1  6","6"
"22","00000818","Bolt  GB/T 5783  M6×16","6"
"23","00006232","Wheel (black)","1"
"","10002554","Wheel (grey)","1"
"24","00001249","Nut  GB/T 6182  M12","8"
"25","00000814","Washer  GB/T 97.1  12","16"
"26","10002538","Steer yoke weldment","2"
