"Item","Part No.","Description","Qty."
"29","00004485","Battery","1"
"30","00000679","Washer  GB/T 93  10","3"
"31","10000571","Bumper","1"
"32","00001028","Washer  GB/T 96.1  10","6"
"33","10002690","Bumper bracket","1"
"34","10002693","Spacer","1"
"35","00001059","Screw  GB/T 70.1  M10×30","2"
"36","00000847","Screw  GB/T 70.3  M10×30","2"
"37","10002696","Washer","1"
"38","00001257","Nut  GB/T 6182  M16","1"
"39","","Engine system assembly (refer to 119.1, 121.1, 122.1)","1"
"40","00000204","8821-2525A  Bearing","2"
"41","00002411","Bolt  GB/T 5783  M10×45","4"
"42","10002685","Engine pivot mounting weldment","1"
"43","00000582","895-25098  Pin","1"
"44","00000220","8902-10080  Pin","1"
"45","10002644","Mudguard mount plate","2"
"46","10002643","Mudguard","2"
"47","10000064","Screw","6"
