"Item","Part No.","Description","Qty."
"1","10004375","Front rail","1"
"2","00002523","Screw  GB/T 973  M5×16","4"
"3","00002573","Nut  GB/T 6183.1  M5","9"
"4","50000555","Manual box","1"
"5","10004200","Bumper","2"
"6","00001986","Screw  GB/T 818  M6×16 - H","4"
"7","10001648","Platform control box mount bracket","1"
"8","00004354","Platform control box assembly (refer to 307.1)","1"
"9","00002568","Bolt  GB/T 16674  M8×60","6"
"10","00002575","Nut  GB/T 6183.1  M8","12"
"11","10004383","Right extension rail","1"
"12","00002512","Bolt  GB/T 5782  M10×70","4"
"13","00002572","Nut  GB/T 6183.1  M10","10"
"14","00001033","Nut  GB/T 6182  M6","9"
"15","10004170","Catch clip","1"
"16","00000620","Washer  GB/T 97.1  6","1"
"17","00000619","Bolt  GB/T 5783  M6×25","1"
"18","","Platform locking device assembly (refer to 305.1)","1"
"19","10000376","Bumper","2"
"20","00001173","Screw  GB/T 70.2  M5×20","3"
"21","00000684","Bolt  GB/T 5783  M10×35","4"
"22","10004108","Locating plate 1","1"
"23","10004205","Lock tooth seat","1"
"24","10004206","Lock tooth","1"
"25","00000838","Screw  GB/T 70.3  M8×25","2"
"26","10004201","Lock seat","1"
"27","00002059","Bolt  GB/T 5783  M12×30","2"
"28","00002576","Nut  GB/T 6183.1  M12","2"
"29","10004359","Extension deck weldment","1"
