"Item","Part No.","Description","Qty."
"1","00003017","Nut","1"
"2","00004686","Solenoid valve spool","1"
"3","00004688","Coil","1"
"4","10000404","Check valve","1"
"5","00002998","Plug  SAE4","1"
"6","00003578","Orifice  Φ0.8","1"
"7","10000086","Relief valve","1"
"8","10002890","Upper lift cylinder","1"
"9","00002519","Washer  BS/A 13.74","2"
"10","10000465","Fitting","1"
"11","10000464","Fitting","1"
"12","10000462","Nut","1"
"13","00001073","Plug  VSTI14×1.5ED","1"
"14","00001262","Straight fitting","1"
"15","00003618","Seal kit","1"
