"Item","Part No.","Description","Qty."
"1","10001892","Flexible coupling","1"
"2","10003010","Hose","1"
"3","50001592","Clamp","10"
"4","10002785","Engine","1"
"--","10002787","Alternator","1"
"--","10002788","Starter motor","1"
"--","10002789","Filter element, oil filter","1"
"--","00004716","Coolant temperature switch","1"
"--","00004715","Oil pressure switch","1"
"--","00004714","Coil","1"
"5","00000615","Washer  GB/T 97.1  10","44"
"6","00000679","Washer  GB/T 93  10","24"
"7","00000678","Bolt  GB/T 5783  M10×25","2"
"8","","Fuel system assembly (refer to 123.1)","1"
"9","10018064","Handle","1"
"10","00000623","Nut  GB/T 6182  M10","10"
"11","00001041","Bolt  GB/T 5783  M10×40","2"
"12","00005700","Bolt  GB/T 5786  M10×1.25×30","16"
"13","10017905","Oil-water separator bracket","1"
"14","10003003","Oil-water separator","1"
"15","00001163","Nut  GB/T 6182  M8","1"
"16","00000608","Washer  GB/T 97.1  8","11"
"17","00001860","Bolt  GB/T 5782  M8×70","1"
"18","10003004","Hose","1"
"19","10018076","Hose","1"
"20","10017800","Mounting plate","1"
"21","10017972","Plate","1"
"22","00008610","Fuel filter","1"
"23","00000620","Washer  GB/T 97.1  6","12"
