"Item","Part No.","Description","Qty."
"30","10004358","Platform extension deck plate 1","1"
"31","10004344","Rubber plate","1"
"32","00002578","Nut  GB/T 6183.1  M16","1"
"33","","Roller assembly (refer to 306.1)","2"
"34","00001026","Bolt  GB/T 5782  M8×80","6"
"35","","Side roller assembly (refer to 303.1)","4"
"36","00002599","Bolt  GB/T 5782  M6×65","8"
"37","10004207","Washer","2"
"38","00001295","Bearing  GB/T 276-1994 - 6204","4"
"39","10004202","Roller","2"
"40","10004203","Roller bracket","1"
"41","10004204","Pin","1"
"42","10004387","Locating plate 2","1"
"43","10000396","Lock pin","1"
"44","00000607","Screw  GB/T 818  M5×12 - H","1"
"45","10004374","Platform extension deck plate 2","1"
"46","00001991","Rivet  GB/T 12618.4  4.8×16","47"
"47","50001717","Rail spacer","2"
"48","00002312","Bolt  GB/T 5782  M6×45","2"
"49","00002574","Nut  GB/T 6183.1  M6","10"
"50","10004174","Inserted pin","2"
"51","10004379","Left extension rail","1"
"52","10004382","Inserted pin rod","2"
"53","00002392","Screw  GB/T 70.1  M5×40","2"
"54","10004120","Lock pin","2"
"55","00002865","Bolt  QC/T 340  M6×14","4"
