"Item","Part No.","Description","Qty."
"1","00003638","Hose assembly","1"
"2","00003639","Hose assembly","1"
"3","00003640","Hose assembly","1"
"4","00003641","Hose assembly","2"
"5","00003642","Hose assembly","2"
"6","00003643","Hose assembly","1"
"7","00003644","Hose assembly","1"
"8","00003645","Hose assembly","1"
"9","00003646","Hose assembly","1"
"10","00001282","Straight fitting","10"
"11","00001262","Straight fitting","3"
"12","00001266","Straight fitting","1"
"13","00003584","Straight fitting","2"
"14","00003583","Straight fitting","1"
"15","00002071","Straight fitting","6"
"16","00001776","Straight fitting","1"
"17","00003375","Straight fitting","1"
"18","00001237","Tee fitting","2"
"19","00001242","Tee fitting","2"
"20","00001240","Tee fitting","1"
"21","00001832","Elbow","3"
"22","00001835","Elbow","1"
"23","00001837","Elbow","2"
"24","00001073","Plug  VSTI14×1.5ED","2"
"25","00001076","Plug  VSTI20×1.5ED","1"
"26","00001075","Plug  VSTI18×1.5ED","1"
"27","00001074","Plug  VSTI16×1.5ED","2"
"28","00003656","Hose assembly","1"
"29","00001239","Tee fitting","1"
