"Item","Part No.","Description","Qty."
"1","00003284","Function manifold (refer to 407.1)","1"
"2","10002758","Function manifold mount plate","1"
"3","00000615","Washer  GB/T 97.1  10","4"
"4","00000679","Washer  GB/T 93  10","4"
"5","00000678","Bolt  GB/T 5783  M10×25","4"
"6","00001282","Straight fitting","4"
"7","00001832","Elbow","2"
"8","00001237","Tee fitting","2"
"9","00001077","Plug  VSTI22×1.5ED","1"
"10","00001266","Straight fitting","2"
"11","00001239","Tee fitting","1"
"12","00001834","Elbow","1"
"13","00001262","Straight fitting","2"
"14","00003548","Screw  GB/T 818  M3×6 - H","2"
"15","00003376","Temperature switch","1"
"16","00002071","Straight fitting","1"
