"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775300102800000","Lower components","1",""
"2","1040101640","Screw M3×10-A2-70","2","GB/T818-2000"
"3","1040201166","Nut M3-A2-70","4","GB/T6170-2000"
"4","1040000469","Bolt M6-8","12","GB/T889.1-2000"
"5","1040300066","Washer 8","34","GB/T97.1-2002"
"6","1040200503","Nut M8-8","16","GB/T889.1-2000"
"7","00775300101000000","Guard rails II","1",""
"8","1040000156","Bolt M8×60-8.8","6","GB/T5782-2000"
"9","00775300102400000","Guard rails IV","2",""
"10","1040200867","Nut M5","6","GB/T889.1-2000"
"11","00775606300801010","Power mounting plate","1",""
"12","1040102341","Screw M5×12-8.8","6","GB/T70.1-2000"
"13","00775306650200000","Platform AC assembly","1",""
"14","1100400025","D Pin 6.3×55","2",""
"15","00775300102000000","Guard rails III","1",""
"16","00775600101800000","Platform gate","1",""
"17","1101000163","Spring hinge","2",""
"18","1040200506","Nut M6-8","12","GB/T889.1-2000"
"19","1040300051","Washer 6","24","GB/T97.1-2002"
"20","1040001185","Bolt M6×50-8.8","12","GB/T5783-2000"
"21","00775300100400000","Guard rails I","2",""
"22","00775600102200000","Mounting pulley assembly","2",""
"23","00775600100001020","Gasket I","2",""
"24","00775600102400000","Platform pin mounting 
base","2",""
"25","1040102718","Screw M8×50","8","GB/T70.1-2000"
