"NO.","Material No.","Item and Spec","Units","Remark"
"1","1030800538","Tire","2",""
"2","00775402800400000","Left steering wheel carrier","1",""
"3","1010100895","Motor","2",""
"4","1040000225","Bolt M12×90","8","GB/T5783-2000"
"5","1040200507","Nut M12-8","8","GB/T889.1-2000"
"6","1040300526","Washer 12","10","GB/T97.1-2002"
"7","00775402800600000","Right steering wheel carrier","1",""
"8","00775402802000000","Steering linkage","1",""
"9","1010201406","Steering cylinder","1",""
"10","1040500034","Pin B20×60","2","GB/T882-1986"
"11","1040500394","Split pin 5×40","2","GB/T91-2000"
"12","1040300106","Washer 20","2","GB/T97.1-2002"
"13","00775602800001050","Wearing ring","2",""
"14","1054400312","Composite bush 57×63×38","2",""
"15","1054400313","Composite bush 25×30×12.5","2",""
"16","1054400315","Composite bush 57×63×30","2",""
"17","1054400314","Composite bush 25×30×15","2",""
"18","1040301847","Washer 10","2","GB/T5287-1985"
"19","1040300067","Washer 10","2","GB/T93-1987"
"20","1040000116","Bolt M10×20-8.8","2","GB/T5783-2000"
"21","1040100157","Screw M12×20-8.8","2","GB/T70.1-2000"
"22","1040100127","Screw M6×12-8.8","2","GB/T70.1-2000"
"23","00775602800001040","End cover","2",""
"24","1040200503","Nut M8-8","1","GB/T889.1-2000"
"25","1990201348","Cover plate","1",""
"26","1019901543","Twin tube clamp","3",""
"27","1040100728","Screw M8×110-8.8","1","GB/T70.1-2000"
"28","1040500535","Split pin 4×80","2","GB/T91-2000"
