"NO.","Material No.","Item and Spec","Units","Remark"
"1","1030800580","Tire","2",""
"2","00775402810600000","Left steering wheel carrier","1",""
"3","1020005625","Electric machinery 
(ZS0808AC-Li)","2",""
"","1020005637","Electric machinery 
(ZS0808/0608DC-Li)","2",""
"4","1040000970","Bolt 3/8-16UNC-30-8.8","12","GB/T5786-2000"
"5","00775402810800000","Right steering wheel carrier","1",""
"6","00775402802000000","Steering linkage","1",""
"7","1010201406","Steering cylinder","1",""
"8","1040500034","Pin B20×60","2","GB/T882-1986"
"9","1040500394","Split pin 5×40","2","GB/T91-2000"
"10","1040300106","Washer 20","2","GB/T97.1-2002"
"11","00775602800001050","Wearing ring","2",""
"12","1054400312","Composite bush 57×63×38","2",""
"13","1054400313","Composite bush 25×30×12.5","2",""
"14","1054400315","Composite bush 57×63×30","2",""
"15","1054400314","Composite bush 25×30×15","2",""
"16","1040301847","Washer 10","2","GB/T5287-1985"
"17","1040300067","Washer 10","2","GB/T93-1987"
"18","1040000116","Bolt M10×20-8.8","2","GB/T5783-2000"
"19","1040300526","Washer 12","2","GB/T97.1-2002"
"20","1040100157","Screw M12×20-8.8","2","GB/T70.1-2000"
