"Item","Part No.","Description","Qty."
"1","00000607","Screw  GB/T 818  M5×12 - H","1"
"2","00002758","Wire clip","1"
"3","10002211","Main deck weldment","1"
"4","10002137","Bracket","2"
"5","00002569","Bolt  GB/T 16674  M6×55","8"
"6","00002574","Nut  GB/T 6183.1  M6","8"
"7","00002586","Screw  M8×16","8"
"8","10003413","Plug","4"
"9","10001704","Switch rod","4"
"10","00001827","Water-proof joint  M18","4"
"11","00001060","Screw  GB/T 818  M6×12 - H","16"
"12","00000621","Washer  GB/T 93  6","16"
"13","00002606","Limit switch","4"
"14","10001745","Bracket","2"
"15","10002210","Extension deck weldment","1"
"16","00002613","Footswitch","1"
"17","00002484","Screw  GB/T 70.1  M5×25","2"
"18","00000605","Washer  GB/T 97.1  5","9"
"19","00001246","Screw  GB/T 70.1  M5×16","1"
"20","00002573","Nut  GB/T 6183.1  M5","3"
"21","00001252","Screw  GB/T 70.1  M5×12","6"
"22","00000606","Washer  GB/T 93  5","6"
"23","10001720","Switch bracket","1"
"24","00002354","Limit switch","1"
"25","10001767","Frame weldment","1"
