"Item","Part No.","Description","Qty."
"28","00001163","Nut  GB/T 6182  M8","4"
"29","00002017","Motor (JCPT0808DC, JCPT1008DC, JCPT1012DC)","1"
"","00000691","Motor (JCPT1212DC, JCPT1412DC, JCPT1612DC, 
JCPT1614DC)","1"
"30","00001157","3/8-24×1 1/4"" Screw ANSI B18.3","2"
"31","00000679","Washer  GB/T 93  10","2"
"32","00000615","Washer  GB/T 97.1  10","2"
"33","00001776","Straight fitting","2"
"34","00000529","Pump","1"
"35","00001835","Elbow","1"
"36","00000535","Filter assembly","1"
"--","00003061","Filter element","1"
"37","00001508","Straight fitting","2"
"38","00002864","Bolt  QC/T 340  M6×16","2"
"39","00003005","Function manifold (without fitting) (refer to 404.1)","1"
"40","00000992","Circlips  GB/T 894.1-25","2"
"41","00000384","8832-26  Bearing","2"
"42","00000614","Screw  GB/T 70.1  M10×60","1"
"43","10000539","Bumper","1"
"44","00002572","Nut  GB/T 6183.1  M10","1"
