"Item","Part No.","Description","Qty."
"24","","Platform control box assembly (refer to 306.1)","1"
"25","","Function manifold (refer to 404.1)","1"
"26","","Horn (refer to 106.1)","1"
"27","","Hour meter (refer to 106.1)","1"
"28","","Brake module (refer to 108.1)","1"
"29","","Alarm (refer to 106.1)","1"
"30","","Ground control assembly (refer to 113.1)","1"
"31","","Motor (refer to 102.1)","2"
"32","","Motor (refer to 107.1)","1"
"33","","Motor controller (refer to 108.1)","1"
"34","","DC Contactor (refer to 108.1)","1"
"35","","Fuse assembly (refer to 108.1)","1"
"36","","Power switch (refer to 104.1)","1"
"37","","Battery (refer to 104.1)","4"
"38","","Charger (refer to 104.1)","1"
