"Item","Part No.","Description","Qty."
"1","00002189","Hose assembly","1"
"2","00002190","Hose assembly","1"
"3","00002191","Hose assembly","1"
"4","00002192","Hose assembly","1"
"5","00002276","Hose assembly","1"
"6","00002194","Hose assembly","1"
"7","00002277","Hose assembly","1"
"8","00002196","Hose assembly","1"
"9","00001282","Straight fitting","4"
"10","00001264","Straight fitting","3"
"11","00001291","Straight fitting","1"
"12","00001776","Straight fitting","2"
"13","00001508","Straight fitting","2"
"14","00001292","Straight fitting","2"
"15","10000466","Fitting","1"
"16","00001835","Elbow","4"
"17","00001833","Elbow","1"
"18","00001238","Tee fitting","1"
"19","00001073","Plug  VSTI14×1.5ED","3"
