"Item","Part No.","Description","Qty."
"1","00002292","Hose assembly","2"
"2","00002293","Hose assembly","2"
"3","00002288","Hose assembly","1"
"4","00002287","Hose assembly","1"
"5","00002286","Hose assembly","1"
"6","00002285","Hose assembly","1"
"7","00002194","Hose assembly","2"
"8","00002277","Hose assembly","1"
"9","00002196","Hose assembly","1"
"10","00002289","Hose assembly","1"
"11","00002291","Hose assembly","1"
"12","00002290","Hose assembly","1"
"13","00001282","Straight fitting","5"
"14","00001264","Straight fitting","3"
"15","00001291","Straight fitting","5"
"16","00001769","Straight fitting","5"
"17","00001771","Straight fitting","4"
"18","00001508","Straight fitting","2"
"19","00001776","Straight fitting","2"
"20","00001292","Straight fitting","2"
"21","10000466","Fitting","1"
"22","00001835","Elbow","4"
"23","00001833","Elbow","1"
"24","00001238","Tee fitting","1"
"25","00001073","Plug  VSTI14×1.5ED","3"
