"Item","Part No.","Description","Qty."
"1","00003017","Nut","4"
"2","00003019","Coil","4"
"3","00003003","Solenoid valve spool","1"
"4","00002999","Plug  SAE2","21"
"5","00001835","Elbow","2"
"6","00001264","Straight fitting","2"
"7","00002998","Plug  SAE4","2"
"8","00001073","Plug  VSTI14×1.5ED","1"
"9","00003016","Valve body","1"
"10","00001291","Straight fitting","5"
"11","00001282","Straight fitting","3"
"12","00003000","Orifice  Φ1.0","2"
"13","00002997","Plug  SAE3","2"
"14","00003014","Orifice  Φ1.1","1"
"15","10000404","Check valve","2"
"16","00003013","Check valve","1"
"17","00003011","Solenoid valve spool","1"
"18","00003010","Solenoid valve spool","1"
"19","00003008","Relief valve","1"
"20","00003009","Relief valve","1"
"21","00003018","Coil","2"
"22","00003004","Solenoid valve spool","1"
"23","00003012","Flow control valve","1"
"24","00003001","Relief valve","1"
"25","00003007","Relief valve","1"
