"Item","Part No.","Description","Qty."
"21","","Tilt sensor (refer to 113.1)","1"
"22","","Limitl switch, pothole (refer to 103.1)","2"
"23","","Limit switch, lift up/down (refer to 113.1)","2"
"24","","Pressure sensor (refer to 401.1)","1"
"25","","Angle sensor (refer to 205.1)","1"
"26","","Platform control box assembly (refer to 306.1)","1"
"27","","Function manifold (refer to 403.1)","1"
"28","","Horn (refer to 106.1)","1"
"29","","Hour meter (refer to 106.1)","1"
"30","","Brake module (refer to 108.1)","1"
"31","","Alarm (refer to 106.1)","1"
"32","","Ground control assembly (refer to 113.1)","1"
"33","","Motor (refer to 102.1)","2"
"34","","Motor (refer to 107.1)","1"
"35","","Motor controller (refer to 108.1)","1"
"36","","DC Contactor (refer to 108.1)","1"
"37","","Fuse assembly (refer to 108.1)","1"
"38","","Power switch (refer to 104.1)","1"
"39","","Battery (refer to 104.1)","4"
"40","","Charger (refer to 104.1)","1"
