"Item","Part No.","Description","Qty."
"24","00002021","Drive motor assembly","2"
"--","00002022","Reducer","1"
"--","00002018","Motor","1"
"--","00002023","Brake","1"
"25","10000641","Wheel","2"
"26","00002874","Bolt  QC/T 340  M12×1.5×40","10"
"27","00002575","Nut  GB/T 6183.1  M8","1"
"28","00002875","Bolt  QC/T 340  M8×20","2"
"29","10000458","Hose clamp support","1"
"30","00000539","Hose clamp","1"
"31","00000538","Hose clamp","1"
"32","10000047","Base plate","1"
"33","00001026","Bolt  GB/T 5782  M8×80","1"
