"Item","Part No.","Description","Qty."
"1","00000739","Limit switch","2"
"2","00001235","Screw  GB/T 70.1  M4×35","4"
"3","00000778","Washer  GB/T 97.1  4","10"
"4","00001236","Nut  GB/T 889.1  M4","4"
"5","10000630","Signal plate","1"
"6","00001054","Screw  GB/T 70.1  M4×12","2"
"7","00000779","Washer  GB/T 93  4","2"
"8","10000629","Cover","1"
"9","00001246","Screw  GB/T 70.1  M5×16","8"
"10","00000606","Washer  GB/T 93  5","8"
"11","00000605","Washer  GB/T 97.1  5","8"
"12","00002523","Screw  GB/T 973  M5×16","2"
"13","10000488","Beacon cover","1"
"14","00000740","Beacon","1"
"15","00001243","Key switch","1"
"--","00003050","Key","1"
"16","00000738","Toggle switch","1"
"17","00000697","Circuit breaker","1"
"18","00000734","Indicator","1"
"19","00000752","Base with 1 NC contact","1"
"20","00002561","Relay","1"
"21","10000496","Ground control panel","1"
"22","09110001","Decal, Ground control panel","1"
"23","00000999","Screw  GB/T 973  M5×10","2"
"24","00000754","Red mushroom head","1"
"25","00000694","Tilt sensor","1"
"26","10000039","Sheath","1"
"27","10000631","Switch bracket","1"
