"Item","Part No.","Description","Qty."
"1","50001592","Clamp","2"
"2","10003703","Hose","1"
"3","00000875","Bolt  GB/T 5783  M8×20","8"
"4","00000609","Washer  GB/T 93  8","6"
"5","00000608","Washer  GB/T 97.1  8","10"
"6","50001532","Cover","1"
"7","00000743","Bolt  GB/T 5783  M6×20","2"
"8","00000620","Washer  GB/T 97.1  6","3"
"9","00001033","Nut  GB/T 6182  M6","1"
"10","10003934","Radiator","1"
"11","00000621","Washer  GB/T 93  6","1"
"12","50001531","Cover","1"
"13","10001984","Radiator bracket","1"
"14","00002251","Bumper","3"
"15","00001984","Bolt  GB/T 5782  M10×60","3"
"16","00000679","Washer  GB/T 93  10","4"
"17","00000615","Washer  GB/T 97.1  10","6"
"18","10003706","Radiator bracket","1"
"19","50001566","Support","1"
"20","00000623","Nut  GB/T 6182  M10","1"
"21","00000674","Bolt  GB/T 5783  M10×20","2"
"22","00001163","Nut  GB/T 6182  M8","2"
"23","10001218","Bottle bracket","1"
"24","10015262","Coolant recovery bottle","1"
"25","10001220","Bottle fixing plate","1"
"26","00001246","Screw  GB/T 70.1  M5×16","2"
"27","00000605","Washer  GB/T 97.1  5","4"
"28","00000613","Nut  GB/T 6182  M5","2"
