"Item","Part No.","Description","Qty."
"1","10015989","Cover","1"
"2","00000743","Bolt  GB/T 5783  M6×20","2"
"3","00000620","Washer  GB/T 97.1  6","3"
"4","50001592","Clamp","2"
"5","10010319","Hose","1"
"6","10003934","Radiator","1"
"7","00000875","Bolt  GB/T 5783  M8×20","6"
"8","00000609","Washer  GB/T 93  8","6"
"9","00000608","Washer  GB/T 97.1  8","6"
"10","50001531","Cover","1"
"11","00001033","Nut  GB/T 6182  M6","1"
"12","10001984","Radiator bracket","1"
"13","00002251","Bumper","3"
"14","00001984","Bolt  GB/T 5782  M10×60","2"
"15","00000679","Washer  GB/T 93  10","4"
"16","00001028","Washer  GB/T 96.1  10","3"
"17","00002512","Bolt  GB/T 5782  M10×70","1"
"18","10010317","Air cleaner bracket","1"
"19","10010318","Radiator bracket","1"
"20","00000674","Bolt  GB/T 5783  M10×20","2"
"21","00000615","Washer  GB/T 97.1  10","3"
"22","00000623","Nut  GB/T 6182  M10","1"
