"Item","Part No.","Description","Qty."
"1","85000159","Controller","1"
"2","00000778","Washer  GB/T 97.1  4","24"
"3","00000779","Washer  GB/T 93  4","20"
"4","00001236","Nut  GB/T 889.1  M4","24"
"5","00005259","Screw  GB/T 819  M4×14 - H","4"
"6","50000217","Hinge","2"
"7","10004952","Ground control box weldment","1"
"8","00002719","Housing","2"
"9","00000604","Screw  GB/T 70.1  M4×16","16"
"10","00000732","Housing","2"
"11","00004885","Alarm","1"
"12","00002206","Relay (IV Engine)","5"
"","00002206","Relay (ⅢB Engine)","4"
"13","00002391","Screw  GB/T 818  M5×8 - H","9"
"14","00000606","Washer  GB/T 93  5","9"
"15","00000605","Washer  GB/T 97.1  5","9"
"16","10004972","Mounting plate","1"
"17","10004977","Terminal rail","1"
"18","00000659","End, Straight","4"
"19","00002593","End, Plate","1"
"20","00000660","End, Fixation","2"
"21","00000647","Relay","1"
"22","00000742","Nut  GB/T 889.1  M6","6"
"23","00000621","Washer  GB/T 93  6","4"
"24","00000620","Washer  GB/T 97.1  6","8"
"25","00002597","Circuit breaker","1"
"26","00002208","Circuit breaker","1"
"27","10004973","Circuit breaker bracket","1"
"28","00001296","Latch, Column","2"
