"Item","Part No.","Description","Qty."
"1","10003904","Side link guard assembly","1"
"--","10003905","Side link guard weldment","1"
"--","10003913","Upper plate","1"
"--","10003912","Lower plate","1"
"--","00001991","Rivet  GB/T 12618.4  4.8×16","34"
"2","00000623","Nut  GB/T 6182  M10","30"
"3","00000615","Washer  GB/T 97.1  10","60"
"4","00001984","Bolt  GB/T 5782  M10×60","10"
"5","00000683","Bolt  GB/T 5783  M10×30","10"
"6","00000605","Washer  GB/T 97.1  5","8"
"7","00000606","Washer  GB/T 93  5","8"
"8","00003949","Bolt  GB/T 5783  M5×16","8"
"9","10015182","Ladder cover","2"
"10","00001033","Nut  GB/T 6182  M6","3"
"11","00000620","Washer  GB/T 97.1  6","3"
"12","00000832","Screw  GB/T 70.3  M6×25","3"
"13","","Beacon assembly (refer to 132.1)","1"
"14","10015184","Ladder","1"
"","","Ladder assembly (option) (refer to 133.1)","1"
"15","00001257","Nut  GB/T 6182  M16","4"
"16","00000997","Washer  GB/T 97.1  16","6"
"17","00001161","Bolt  GB/T 5783  M16×40","4"
"18","10003808","Ladder bracket","1"
"19","00000684","Bolt  GB/T 5783  M10×35","10"
"20","10003915","Rear link guard assembly","1"
"--","10003916","Rear link guard weldment","1"
"--","10003920","Rear plate","1"
"--","00001991","Rivet  GB/T 12618.4  4.8×16","20"
"21","10015795","Oil cooler cover","1"
