"Item","Part No.","Description","Qty."
"29","10003468","Handle","2"
"30","10022899","Cover","1"
"31","00001252","Screw  GB/T 70.1  M5×12","4"
"32","00000606","Washer  GB/T 93  5","7"
"33","00000605","Washer  GB/T 97.1  5","7"
"34","00009628","Engine ECU","1"
"35","00001034","Screw  GB/T 70.1  M6×25","4"
"36","00002064","Screw 
  GB/T 70.1  M4×20","2"
"37","00000779","Washer  GB/T 93  4","6"
"38","10000066","Wire clip (option)","2"
"39","00000839","Screw  GB/T 70.3  M8×30","4"
"40","10003665","Adjusting plate","2"
"41","10003666","Adjusting plate","2"
"42","00001163","Nut  GB/T 6182  M8","4"
"43","00000684","Bolt  GB/T 5783  M10×35","8"
"44","","Electrical accessory assembly (refer to 110.4)","1"
"45","","Engine system assembly (refer to 111.3, 113.3, 114.3)","1"
"46","10003470","Baffle plate","2"
