"Item","Part No.","Description","Qty."
"1","10003848","Engine tray","1"
"2","00000615","Washer  GB/T 97.1  10","34"
"3","00000679","Washer  GB/T 93  10","6"
"4","00000678","Bolt  GB/T 5783  M10×25","10"
"5","10003873","Filter bracket","1"
"6","00001835","Elbow","1"
"7","00002069","Straight fitting","2"
"8","00001870","High pressure line filter","1"
"--","00004697","Filter element","1"
"9","00009885","Tee fitting","1"
"10","","Electrical accessory assembly (refer to 110.2)","1"
"11","00000743","Bolt  GB/T 5783  M6×20","2"
"12","00000621","Washer  GB/T 93  6","6"
"13","00000620","Washer  GB/T 97.1  6","8"
"14","00001033","Nut  GB/T 6182  M6","2"
"15","00003176","Bolt  GB/T 5782  M6×40","2"
"16","00003951","Connector (option)","1"
"17","10003861","Engine grill","1"
"18","10003869","Receiving pipe weldment","1"
"19","00000818","Bolt  GB/T 5783  M6×16","4"
"20","00000623","Nut  GB/T 6182  M10","14"
"21","00001041","Bolt  GB/T 5783  M10×40","2"
"22","10003669","Spring","2"
"23","10003664","Pin","2"
"24","00000609","Washer  GB/T 93  8","2"
"25","10003468","Handle","2"
"26","10003469","Spacer","2"
"27","00000838","Screw  GB/T 70.3  M8×25","4"
"28","10003665","Adjusting plate","2"
