"Item","Part No.","Description","Qty."
"1","00003941","Oil cooler","1"
"2","00002071","Straight fitting","2"
"3","10003775","Oil cooler mount plate","1"
"4","","Beacon assembly (refer to 132.1)","1"
"5","00000832","Screw  GB/T 70.3  M6×25","3"
"6","00000620","Washer  GB/T 97.1  6","6"
"7","00001033","Nut  GB/T 6182  M6","6"
"8","10003753","Ladder","1"
"9","00000683","Bolt  GB/T 5783  M10×30","6"
"10","00000615","Washer  GB/T 97.1  10","12"
"11","00000623","Nut  GB/T 6182  M10","6"
"12","00002523","Screw  GB/T 973  M5×16","8"
"13","10015019","Oil cooler cover","1"
"14","00000875","Bolt  GB/T 5783  M8×20","4"
"15","00000609","Washer  GB/T 93  8","4"
"16","00000608","Washer  GB/T 97.1  8","4"
"17","10003771","Oil cooler bracket weldment","1"
"18","10003774","Oil cooler mount plate","1"
