"Item","Part No.","Description","Qty."
"1","10006299","Engine tray","1"
"2","00000615","Washer  GB/T 97.1  10","38"
"3","00000679","Washer  GB/T 93  10","2"
"4","00000678","Bolt  GB/T 5783  M10×25","2"
"5","00009885","Tee fitting","1"
"6","00002069","Straight fitting","2"
"7","00001870","High pressure line filter","1"
"--","00004697","Filter element","1"
"8","00001835","Elbow","1"
"9","00000875","Bolt  GB/T 5783  M8×20","5"
"10","00000609","Washer  GB/T 93  8","11"
"11","00000608","Washer  GB/T 97.1  8","17"
"12","00002212","Horn","1"
"13","10006345","Fuel pump","1"
"14","00000620","Washer  GB/T 97.1  6","14"
"15","00000743","Bolt  GB/T 5783  M6×20","6"
"16","10005613","Clamp","2"
"17","00000621","Washer  GB/T 93  6","4"
"18","00005465","Engine ECU","1"
"19","00001061","Screw  GB/T 70.1  M8×20","4"
"20","00003951","Connector (option)","1"
"21","10009595","Bracket","1"
"22","00001033","Nut  GB/T 6182  M6","6"
"23","00003176","Bolt  GB/T 5782  M6×40","2"
"24","10006310","Engine grill","1"
"25","00000623","Nut  GB/T 6182  M10","18"
"26","00000683","Bolt  GB/T 5783  M10×30","16"
"27","00001041","Bolt  GB/T 5783  M10×40","2"
"28","10003669","Spring","2"
