"Item","Part No.","Description","Qty."
"1","10019069","Frame weldment","1"
"2","10004333","Oscillate cylinder","2"
"--","00003373","Counterbalance valve spool","1"
"--","00005325","Seal kit","1"
"3","00001291","Straight fitting","4"
"4","00000683","Bolt  GB/T 5783  M10×30","5"
"5","00000679","Washer  GB/T 93  10","5"
"6","00000615","Washer  GB/T 97.1  10","5"
"7","00000220","8902-10080  Pin","4"
"8","00004541","895-38.1×155  Pin","2"
"9","10003621","Washer","2"
"10","00000422","8813-455540  Bearing","2"
"11","","Font axle assembly (refer to 102.1, 103.1)","1"
"12","00004542","895-35160  Pin","2"
"13","00002481","8902-10100  Pin","1"
"14","00000121","895-45440  Pin","1"
