"Item","Part No.","Description","Qty."
"1","50001583","Clamp","2"
"2","10006583","Air cleaner","1"
"--","10010329","Filter element (Outer)","1"
"--","10023035","Filter element (Inner)","1"
"3","10005778","Clamp","1"
"4","00000875","Bolt  GB/T 5783  M8×20","2"
"5","00000609","Washer  GB/T 93  8","6"
"6","00000608","Washer  GB/T 97.1  8","8"
"7","00002488","Bolt  GB/T 5783  M8×35","2"
"8","00002575","Nut  GB/T 6183.1  M8","2"
"9","10010317","Air cleaner bracket","1"
"10","00002875","Bolt  QC/T 340  M8×20","1"
"11","00000684","Bolt  GB/T 5783  M10×35","1"
"12","00000615","Washer  GB/T 97.1  10","1"
"13","00001028","Washer  GB/T 96.1  10","1"
"14","00000679","Washer  GB/T 93  10","1"
"15","00001999","Nut  GB/T 6170  M10","1"
"16","00000993","Bolt  GB/T 5783  M8×25","4"
"17","10006333","Exhaust pipe weldment","1"
"18","10006331","Washer","1"
"19","10006353","Hose","1"
