"Item","Part No.","Description","Qty."
"25","09410051","Decal, Symbols-Do not alter or disable limit switch","1"
"26","09440072","Decal, Symbols-Max. manual force 400N","2"
"27","09440075","Decal, Label-Capacity 680kg (JCPT1523RTB)","2"
"","09440369","Decal, Label-Capacity 680kg (JCPT1823RTB)","2"
"28","09640190","Decal, Cosmetic-JCPT1523RTB (JCPT1523RTB)","2"
"","09640191","Decal, Cosmetic-JCPT1823RTB (JCPT1823RTB)","2"
"29","09410044","Decal, Symbols-Burn hazard","1"
"30","09410045","Decal, Symbols-Entanglement hazard","1"
"31","09410186","Decal, Symbols-High temperature","1"
"32","09410046","Decal, Symbols-Electrocution hazard","1"
"33","09310072","Decal, Instructions-Diesel","1"
"34","09410048","Decal, Symbols-Explosion/burn hazard","1"
"35","09310536","Decal, Instructions-Noise 114dB","1"
"36","09310078","Decal, Symbols-Main power switch operation","1"
"37","09410240","Decal, Symbols-Slope rating,JCPT1523RTB","1"
"","09410239","Decal, Symbols-Slope rating, JCPT1823RTB","1"
"38","09910005","Decal, Label-Cosmetic","1"
