"Item","Part No.","Description","Qty."
"1","00008716","Function manifold (refer to 407.1)","1"
"2","00001073","Plug  VSTI14×1.5ED","1"
"3","00001264","Straight fitting","1"
"4","00001835","Elbow","2"
"5","00003376","Temperature switch","1"
"6","00003548","Screw  GB/T 818  M3×6 - H","2"
"7","00001266","Straight fitting","1"
"8","00001290","Straight fitting","2"
"9","00001294","Straight fitting","1"
"10","00001272","Straight fitting","1"
"11","00001282","Straight fitting","2"
"12","00001239","Tee fitting","6"
"13","00001834","Elbow","6"
"14","00001262","Straight fitting","4"
