"Item","Part No.","Description","Qty."
"1","50002878","Yoke guard","1"
"2","00000994","Nut  GB/T 889.1  M8","6"
"3","00000608","Washer  GB/T 97.1  8","12"
"4","10001580","Hose clamp","6"
"5","00002604","Bolt  GB/T 5783  M8×40","6"
"6","00000684","Bolt  GB/T 5783  M10×35","8"
"7","00000679","Washer  GB/T 93  10","8"
"8","00000615","Washer  GB/T 97.1  10","16"
"9","10005452","Hose clamp weldment","2"
"10","50002882","Yoke guard","1"
"11","10002531","Washer","4"
"12","00003115","7/16-14×1 1/2""  Bolt  ANSI B18.2.1","4"
"13","","Left motor assembly (refer to 104.1)","1"
"14","00003957","Drive hub","2"
"15","00002274","5/8-18UNF  Nut","18"
"16","00003098","Wheel (black)","1"
"","00006234","Wheel (grey)","1"
"17","00000623","Nut  GB/T 6182  M10","4"
"18","00000997","Washer  GB/T 97.1  16","12"
"19","00001035","Washer  GB/T 93  16","12"
"20","00003103","5/8-11×1 3/4""  Bolt  ANSI B18.2.1","12"
"21","00001073","Plug  VSTI14×1.5ED","2"
"22","00001290","Straight fitting","6"
"23","00006288","Transition manifold","1"
"24","00000621","Washer  GB/T 93  6","2"
"25","00004299","Screw  GB/T 70.1  M6×55","2"
"26","","Right motor assembly (refer to 105.1)","1"
"27","00003099","Wheel (black)","1"
"","00006235","Wheel (grey)","1"
