"Item","Part No.","Description","Qty."
"1","10009599","Mounting plate","1"
"2","00006422","Relay","3"
"3","00001030","Screw  GB/T 70.1  M5×10","3"
"4","00000606","Washer  GB/T 93  5","3"
"5","00000605","Washer  GB/T 97.1  5","3"
"6","00002410","Circuit breaker","2"
"7","00002002","Screw  GB/T 70.1  M4×10","4"
"8","00000779","Washer  GB/T 93  4","4"
"9","00000778","Washer  GB/T 97.1  4","4"
"10","00000620","Washer  GB/T 97.1  6","3"
"11","00000621","Washer  GB/T 93  6","3"
"12","00002029","Screw  GB/T 70.1  M6×12","3"
"13","10009651","Cover","1"
"14","00007333","80A  Fuse assembly","1"
"--","00007334","80A  Fuse","1"
"--","00000757","Fuse seat","1"
"15","00001232","Screw  GB/T 818  M4×16 - H","2"
