"Item","Part No.","Description","Qty."
"1","00002523","Screw  GB/T 973  M5×16","4"
"2","50000555","Manual box","1"
"3","00002573","Nut  GB/T 6183.1  M5","4"
"4","00004354","Platform control box assembly (refer to 308.1)","1"
"5","10004318","Platform control box mount bracket","1"
"","10020756","Platform control box mount bracket (with cover)","1"
"6","00001986","Screw  GB/T 818  M6×16 - H","4"
"7","10019954","Platform extension deck plate 2 (Front)","1"
"8","00001991","Rivet  GB/T 12618.4  4.8×16","226"
"9","10019082","Platform extension deck plate 1 (Front)","1"
"10","10019074","Main platform deck plate 2","2"
"11","10019073","Main platform deck plate 1","1"
"12","10019951","Platform extension deck plate 1 (Rear)","1"
"13","10019952","Platform extension deck plate 2 (Rear)","1"
"14","","Rear platform extension assembly (refer to 306.2)","1"
"15","","Main platform assembly (refer to 302.2)","1"
"16","","Front platform extension assembly (refer to 305.2)","1"
