"Item","Part No.","Description","Qty."
"1","10003878","Cover","1"
"2","00002583","Washer  GB/T 96.1  6","37"
"3","00000621","Washer  GB/T 93  6","38"
"4","00000876","Screw  GB/T 70.1  M6×16","37"
"5","10003891","Cover","1"
"6","10003879","Cover","1"
"7","10003888","Cover","1"
"8","10003882","Cover","1"
"9","10003885","Cover","1"
"10","10003886","Cover","1"
"11","10019069","Frame weldment","1"
"12","00000605","Washer  GB/T 97.1  5","4"
"13","00000606","Washer  GB/T 93  5","4"
"14","00001252","Screw  GB/T 70.1  M5×12","4"
"15","10003942","Tilt sensor cover","1"
"16","00003962","Tilt sensor","1"
"17","10003929","Hose box","1"
"18","00000838","Screw  GB/T 70.3  M8×25","6"
"19","00000608","Washer  GB/T 97.1  8","9"
"20","00001163","Nut  GB/T 6182  M8","6"
"21","00000620","Washer  GB/T 97.1  6","1"
"22","00000743","Bolt  GB/T 5783  M6×20","1"
"23","10002979","Ground strap","1"
"24","10003263","Block","2"
"25","00000609","Washer  GB/T 93  8 (EU stage  Ⅴ  engine)","3"
"26","00000875","Bolt  GB/T 5783  M8×20 (EU stage  Ⅴ  engine)","3"
"27","10003943","Exhaust pipe weldment (EU stage  Ⅴ  engine)","1"
"28","00000623","Nut  GB/T 6182  M10","2"
"29","00000615","Washer  GB/T 97.1  10","4"
