"Item","Part Number","Description","Qty.","Remark"
"1","00000993","Bolt  GB/T 5783  M8 × 25","21",""
"2","00000609","Spring Washer  GB/T 93  8","25",""
"3","00000608","Flat Washer  GB/T 97.1  8","22",""
"4","92100057","Housing","1",""
"5","00001055","Bolt  GB/T 5783  M12 × 40","3",""
"6","00002601","Flat Washer  GB/T 96.1  12","12",""
"7","00001163","Nut  GB/T 6182  M8","1",""
"8","00002000","Flat Washer  GB/T 96.1  8","4",""
"9","92029448","Support","1",""
"10","00000678","Bolt  GB/T 5783  M10 × 25","2",""
"11","00000679","Spring Washer  GB/T 93  10","2",""
"12","00000615","Flat Washer  GB/T 97.1  10","2",""
"13","00001249","Nut  GB/T 6182  M12","3",""
"14","00002059","Bolt  GB/T 5783  M12 × 30","4",""
"15","00000815","Spring Washer  GB/T 93  12","6",""
"16","92100039","Housing","1",""
"17","92049036","Seal","1",""
"18","92029257","Striker","1",""
"19","92049037","Seal","1",""
"20","92100954","Engine Module","1",""
"21","92049405","Seal","2",""
"22","92048949","Housing","1",""
"23","92049031","Seal","1",""
"24","92100051","Cover","1",""
"25","92049021","Seal","1",""
"26","00002452","Bolt  GB/T 5783  M12 × 45","2",""
"27","92048934","Housing","1",""
"28","00000875","Bolt  GB/T 5783  M8 × 20","4",""
