"Item","Part Number","Description","Qty.","Remark"
"1","00001163","Nut  GB/T 6182  M8","8",""
"2","00000608","Flat Washer  GB/T 97.1  8","16",""
"3","90003848","Clamp","10",""
"4","90004148","Plate","3",""
"5","00002559","Bolt  GB/T 5783  M6 × 40","3",""
"6","00000621","Spring Washer  GB/T 93  6","7",""
"7","00000620","Flat Washer  GB/T 97.1  6","9",""
"8","92048431","Housing","1",""
"9","00000775","Bolt  GB/T 5783  M6 × 30","2",""
"10","00001190","Screw  GB/T 70.2  M8×30","4",""
"11","92049325","Support","1",""
"12","00000683","Bolt  GB/T 5783  M10 × 30","3",""
"13","00000679","Spring Washer  GB/T 93  10","3",""
"14","00000615","Flat Washer  GB/T 97.1  10","3",""
"15","92048807","Channel","1",""
"16","00001189","Screw  GB/T 70.2  M8×25","8",""
"17","00000609","Spring Washer  GB/T 93  8","4",""
"18","00001033","Nut  GB/T 6182  M6","1",""
"19","92048434","Plate","1",""
"20","00002509","Bolt  GB/T 5783  M6 × 50","2",""
"21","92048339","Roller","1",""
"22","00006414","Bolt  GB/T 5782  M6 × 145","1",""
"23","00000845","Screw  GB/T 70.3  M10×20","4",""
"24","92048787","Channel","1",""
"25","92048894","Chain","1",""
