"Item","Part Number","Description","Qty.","Remark"
"1","09630015","Decal, Label-BT30RT","1","BT30RT"
"","09630016","Decal, Label-BT28RT","1","BT28RT"
"","09630017","Decal, Label-BT26RT","1","BT26RT"
"","09630018","Decal, Label-BT24RT","1","BT24RT"
"","09630054","Decal, Label-BT30SRT","1","BT30SRT"
"","09630056","Decal, Label-BT28SRT","1","BT28SRT"
"","09630021","Decal, Label-BT26SRT","1","BT26SRT"
"","09630079","Decal, Label-BT28BRT","1","BT28BRT"
"","09630077","Decal, Label-BT26BRT","1","BT26BRT"
"","09630075","Decal, Label-BT24BRT","1","BT24BRT"
"2","09320014","Decal, Instructions-Lift point","4",""
"3","09310366","Decal, Instructions-Tie down point","4",""
"4","09410117","Decal, Symbols-Crushing hazard","2",""
"5","09310251","Decal, Instructions-Black arrow forward","1",""
"6","09310527","Decal, Notice-Check the hydraulic oil level","1",""
"7","09610001","Decal, Label-BT30RT","2","BT30RT"
"","09610002","Decal, Label-BT28RT","2","BT28RT"
"","09610003","Decal, Label-BT26RT","2","BT26RT"
"","09610004","Decal, Label-BT24RT","2","BT24RT"
"","09610045","Decal, Label-BT30SRT","2","BT30SRT"
"","09610047","Decal, Label-BT28SRT","2","BT28SRT"
"","09610007","Decal, Label-BT26SRT","2","BT26SRT"
"","09610071","Decal, Label-BT28BRT","1","BT28BRT"
"","09610069","Decal, Label-BT26BRT","1","BT26BRT"
"","09610067","Decal, Label-BT24BRT","1","BT24BRT"
"8","09410279","Decal, Danger-It is forbidden to store 
anything in the cabin","2",""
"9","09910081","Decal, Label-30m","2","BT30RT 
BT30SRT"
