"Item","Part Number","Description","Qty.","Remark"
"1","00002923","Bolt  GB/T 5783  M12 × 55","8",""
"2","00000814","Flat Washer  GB/T 97.1  12","8",""
"3","00000831","Screw  GB/T 70.3  M6×20","4",""
"4","92100987","Cover","1",""
"5","00002238","Screw  GB/T 70  M10 × 35","8",""
"6","00000615","Flat Washer  GB/T 97.1  10","12",""
"7","00007974","Disc Spring B  50  GB/T 1972","1",""
"8","00007853","Nut  GB/T 6173  M24×2","2",""
"9","00002405","Cotter Pin  GB/T 91  4 × 32","1",""
"10","92100986","Pin, Pivot","1",""
"11","92100206","Shim","1",""
"12","00006204","Load Sensor","1",""
"13","92047710","Rotate Cylinder Assembly","1",""
"14","92049314","Shim","2",""
"15","92049308","Shim","2",""
"16","92048521","8813-253030 Sleeve Bearing","2",""
"17","92049088","Pin","1",""
"18","00001063","Bolt  GB/T 5783  M8 × 16","2",""
"19","00000609","Spring Washer  GB/T 93  8","2",""
"20","00000608","Flat Washer  GB/T 97.1  8","2",""
"21","00000876","Screw  GB/T 70  M6 × 16","3",""
"22","00000621","Spring Washer  GB/T 93  6","3",""
"23","00000620","Flat Washer  GB/T 97.1  6","3",""
"24","00008914","Angle sensor","1","BT30RT 
BT28RT 
BT26RT 
BT24RT 
BT28BRT 
BT26BRT 
BT24BRT 
Standard, 
single channel"
