"Item","Part Number","Description","Qty.","Remark"
"1","92029978","Shim","2",""
"2","92029979","Shim","2",""
"3","92049212","Pin, Pivot","1",""
"4","00000220","8902-10080 Pin, Lock","1",""
"5","00000678","Bolt  GB/T 5783  M10 × 25","1",""
"6","00000679","Spring Washer  GB/T 93  10","1",""
"7","00000615","Flat Washer  GB/T 97.1  10","1",""
"8","92029971","Decal","1",""
"9","00006418","Nut  GB/T 6172.1  M8","1",""
"10","92001455","Washer","2",""
"11","92029981","Indicator","1",""
"12","00002580","Screw  GB/T 70.2  M10×30","1",""
"13","92029982","Decal","1",""
"14","00002465","8902-12120 Pin, Lock","2",""
"15","00002059","Bolt  GB/T 5783  M12 × 30","2",""
"16","00000815","Spring Washer  GB/T 93  12","2",""
"17","00000814","Flat Washer  GB/T 97.1  12","2",""
"18","92048277","Pin, Pivot","1",""
"19","92029593","Shim","2",""
"20","92029594","Shim","2",""
"21","92048520","8813-505850 Sleeve Bearing","4",""
"22","92048462","Telescopic JIB Base Boom","1",""
"23","92049195","Pin, Pivot","1",""
"24","50012377","Shim","2",""
"25","50012376","Shim","2",""
"26","92048908","Support","1",""
"27","00006642","Proximity Switch","2",""
"28","00000876","Screw  GB/T 70  M6 × 16","5",""
