"Item","Part Number","Description","Qty.","Remark"
"1","00000829","Screw  GB/T 70.3  M6×12","12",""
"2","50000448","Cover","2",""
"3","92029979","Shim","2",""
"4","92029978","Shim","2",""
"5","00009658","893C-40182 Pin, Pivot","1",""
"6","","JIB Leveling Cylinder Assembly (Refer to 
5-6)","1",""
"7","92100982","Cover","1",""
"8","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"9","00000621","Spring Washer  GB/T 93  6","4",""
"10","00002583","Flat Washer  GB/T 96.1  6","4",""
"11","00002604","Bolt  GB/T 5783  M8 × 40","1",""
"12","00000609","Spring Washer  GB/T 93  8","1",""
"13","00000608","Flat Washer  GB/T 97.1  8","1",""
"14","90001243","Plate","1",""
"15","90001242","Clamp","2",""
"16","00002744","Pressure Filter","1",""
"17","92100167","Support","1",""
"18","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"19","00000679","Spring Washer  GB/T 93  10","4",""
"20","00000615","Flat Washer  GB/T 97.1  10","2",""
"21","00001028","Flat Washer  GB/T 96.1  10","2",""
