"Item","Part Number","Description","Qty.","Remark"
"1","92030481","Shim","10",""
"2","92030480","Shim","6",""
"3","00009659","8813-455045 Sleeve Bearing","4",""
"4","92101533","Junction","1",""
"5","00009655","895-45090 Pin, Pivot","2",""
"6","00002464","8902-12085 Pin, Lock","4",""
"7","00002059","Bolt  GB/T 5783  M12 × 30","2",""
"8","00000815","Spring Washer  GB/T 93  12","4",""
"9","00000814","Flat Washer  GB/T 97.1  12","4",""
"10","00009657","897-45245 Pin, Pivot","1",""
"11","00002046","Bolt  GB/T 5783  M12 × 35","2",""
