"Item","Part Number","Description","Qty.","Remark"
"52","00001114","Plug","3",""
"53","00001505","Fitting, Straight","1",""
"54","92048897","Hose Assembly","1",""
"55","92048801","Hose Assembly","1",""
"56","92048837","Hose Assembly","1",""
"57","00001262","Fitting, Straight","2",""
"58","00001836","Fitting, 90°","1",""
"59","00001269","Fitting, Straight","1",""
"60","00001273","Fitting, Straight","1",""
"61","00005592","Fitting, Straight","1",""
"62","00004930","Fitting, 90°","1",""
"63","92008919","Check Valve","1",""
"64","00001512","Fitting, Straight","1",""
"65","92048901","Hose Assembly","1",""
"66","00001725","Fitting, Straight","1",""
"67","00001239","Fitting, Tee","3",""
"68","92048796","Hose Assembly","2",""
"--","90003624","SAE Flange Fitting FS-16","4",""
"--","92048916","O-Ring","4",""
"--","00000814","Flat Washer  GB/T 97.1  12","16",""
"--","00000815","Spring Washer  GB/T 93  12","16",""
"--","00001055","Bolt  GB/T 5783  M12 × 40","16",""
"69","","","","Not used"
"70","00001290","Fitting, Straight","2",""
"71","92048887","Hose Assembly","1",""
"72","92048889","Hose Assembly","1",""
"--","90003625","SAE Flange Fitting FL-12","1",""
"--","92048924","O-Ring","1",""
"--","00000615","Flat  GB/T 97.1  10","4",""
