"Item","Part Number","Description","Qty.","Remark"
"1","50008383","Turntable","1","BA22CRT2"
"","50008244","Turntable","1","BA20CRT2"
"","50008273","Turntable","1","BA18CRT2"
"","50009335","Turntable","1","BA16CRT2"
"2","00000876","Screw  GB/T 70  M6 × 16","3",""
"3","00000621","Spring Washer  GB/T 93  6","7",""
"4","00000620","Flat Washer  GB/T 97.1  6","3",""
"5","92100579","Clamp","3",""
"6","00002460","Screw  GB/T 70  M16 × 45","4",""
"7","00001035","Spring Washer  GB/T 93  16","4",""
"8","50000102","Boom Pad","1",""
"9","50002733","Shim","3",""
"10","92048978","Support","1",""
"11","00006642","Proximity Switch","2",""
"12","92048990","Support","1",""
"13","00000774","Screw  GB/T 70  M6 × 20","4",""
"14","00002583","Flat Washer  GB/T 96.1  6","4",""
"15","00009647","Rotary Coupling Assembly","1",""
"16","00001856","Bolt  GB/T 5783  M12 × 50","8",""
"17","00000815","Spring Washer  GB/T 93  12","8",""
"18","00000814","Flat Washer  GB/T 97.1  12","8",""
"19","50008242","Cover","1",""
"20","00001063","Bolt  GB/T 5783  M8 × 16","5",""
"21","00000609","Spring Washer  GB/T 93  8","5",""
"22","00002000","Flat Washer  GB/T 96.1  8","3",""
"23","00000608","Flat Washer  GB/T 97.1  8","2",""
