"Item","Part Number","Description","Qty.","Remark"
"29","00001035","Spring Washer  GB/T 93  16","4",""
"30","00000997","Flat Washer  GB/T 97.1  16","4",""
"31","92049130","Housing","1",""
"32","00001163","Nut  GB/T 6182  M8","2",""
"33","92030704","Tube","2",""
"34","00000995","Bolt  GB/T 5783  M8 × 30","2",""
"35","92049132","Plate","1",""
"36","10011979","Handle","1",""
"37","00000832","Screw  GB/T 70.3  M6×25","2",""
"38","00000620","Flat Washer  GB/T 97.1  6","2",""
"39","00001033","Nut  GB/T 6182  M6","2",""
"40","92009577","Bolt","1",""
"41","00002583","Flat Washer  GB/T 96.1  6","1",""
"42","92032848","Seal","1",""
"43","92049128","Seal","1",""
"44","92049122","Support","1",""
"45","00000816","Bolt  GB/T 5783  M12 × 25","4",""
"46","00000815","Spring Washer  GB/T 93  12","4",""
"47","00000814","Flat Washer  GB/T 97.1  12","4",""
