"Item","Part Number","Description","Qty.","Remark"
"1","00001163","Nut  GB/T 6182  M8","22",""
"2","00000608","Flat Washer  GB/T 97.1  8","34",""
"3","00002268","Bolt  GB/T 5783  M5 × 20","8",""
"4","00000606","Spring Washer  GB/T 93  5","8",""
"5","00000605","Flat Washer  GB/T 97.1  5","8",""
"6","00001188","Screw  GB/T 70.2  M8×20","8",""
"7","50008058","Bracket","2",""
"8","50008055","Support","1",""
"9","00000993","Bolt  GB/T 5783  M8 × 25","10",""
"10","00002000","Flat Washer  GB/T 96.1  8","10",""
"11","92101400","Chain","10",""
"12","00000619","Bolt  GB/T 5783  M6 × 25","10",""
"13","00002583","Flat Washer  GB/T 96.1  6","10",""
"14","92100782","Clamp","10",""
"15","00001033","Nut  GB/T 6182  M6","10",""
"16","00000620","Flat Washer  GB/T 97.1  6","10",""
"17","00003607","Bolt  GB/T 5783  M8 × 50","4",""
"18","92101396","Bracket","2",""
"19","00009340","Switch, Limit","2",""
