"Item","Part Number","Description","Qty.","Remark"
"18","50011309","Hose Assembly","1","BA16CRT2"
"19","00001506","Fitting, Straight","3",""
"20","00008095","Generator Manifold (Refer to 9-8)","1",""
"21","00001316","Fitting, Straight","1",""
"22","00001832","Fitting, 90°","1",""
"23","50011320","Hose Assembly","1","BA20CRT2"
"","50011316","Hose Assembly","1","BA18CRT2"
"","50011307","Hose Assembly","1","BA16CRT2"
"24","00000684","Bolt  GB/T 5783  M10 × 35","2",""
"25","00000679","Spring Washer  GB/T 93  10","2",""
"26","00000615","Flat Washer  GB/T 97.1  10","4",""
"27","00000623","Nut  GB/T 6182  M10","2",""
"28","50011283","Bracket","1",""
"29","00008004","Hydraulic Generator (5kW/110V)","1","Option 1"
"","00008094","Hydraulic Generator (5kW/220V)","1","Option 2"
"30","00000875","Bolt  GB/T 5783  M8 × 20","2",""
"31","00001161","Bolt  GB/T 5783  M16 × 40","4",""
"32","00001035","Spring Washer  GB/T 93  16","4",""
"33","00000997","Flat Washer  GB/T 97.1  16","4",""
"34","92049130","Housing","1",""
"35","92030704","Tube","2",""
"36","00000995","Bolt  GB/T 5783  M8 × 30","2",""
"37","92049132","Plate","1",""
"38","10011979","Handle","1",""
"39","00000832","Screw  GB/T 70.3  M6×25","2",""
"40","00000620","Flat Washer  GB/T 97.1  6","2",""
"41","00001033","Nut  GB/T 6182  M6","2",""
"42","92009577","Bolt","1",""
