"Item","Part Number","Description","Qty.","Remark"
"1","00001232","Screw  GB/T 818  M4 × 16 - H","12",""
"2","00004768","Fuel Level Sensor","1",""
"3","92100961","Cover","1",""
"4","50001438","Seal","2",""
"5","00000743","Bolt  GB/T 5783  M6 × 20","40",""
"6","00000621","Spring Washer  GB/T 93  6","40",""
"7","00000620","Flat Washer  GB/T 97.1  6","40",""
"8","90012734","Vent Plug","1",""
"9","00001246","Screw  GB/T 70  M5 × 16","4",""
"10","50007651","Cover","1",""
"11","00001114","Plug","1",""
"12","00003113","Filter, Return Oil","1",""
"--","00004416","Filter element","1",""
"13","00002071","Fitting, Straight","1",""
"14","10000069","Hoses, steel","1",""
"15","00000678","Bolt  GB/T 5783  M10 × 25","5",""
"16","00000679","Spring Washer  GB/T 93  10","5",""
"17","00001028","Flat Washer  GB/T 96.1  10","5",""
"18","50007630","Cover","1",""
"19","92101403","Cover","1",""
"20","00001012","Screw  GB/T 973  M5×14","8",""
"21","00003545","Flat Washer  GB/T 96.1  5","8",""
"22","92049057","Seal","1",""
"23","90015911","Level Indicator","1",""
"24","10000376","Seal","2",""
"25","00001011","Screw  GB/T 973  M5×12","2",""
"26","00001163","Nut  GB/T 6182  M8","1",""
"27","00000993","Bolt  GB/T 5783  M8 × 25","5",""
"28","00000608","Flat Washer  GB/T 97.1  8","6",""
