"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","02552500300600000","Third-section boom attachment","B","1",""
"42","00771600301001470","Wear spacer II","B","6",""
"64","1040302489","Washer","B","47","GB/T97.1-2002"
"103","02552500301001130","Zinc coat second extending wire rope","B","3","Alternative for
02552500301001030"
"103","02552500301001030","No.2 extending wire rope","B","3","Alternative for
02552500301001130"
"153","1040002436","Bolt","A","5","GB/T5783-2000"
"163","02552000301001010","Lubrication-free bearing","A","2",""
"164","02552500301001080","Drivepipe","A","3",""
"165","1040100378","Screw","B","6","GB/T70.1-2000"
"166","02552500301001070","Second extending pulley guard plate","A","2",""
"167","1040201904","Nut","A","6","GB/T889.1-2015"
"168","1040300514","Washer","A","12","GB/T97.1-2002"
"169","1040302821","Washer","A","1","GB/T96.1-2002"
"170","02552500301080000","Second extending pulley axle","B","1",""
"171","02552500301030000","No.2 extending pulley","A","1",""
