"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"3","02552500300400000","Second boom section weldment","B","1",""
"42","00771600301001470","Wear spacer II","B","6",""
"43","02552300301001050","First retracting pulley guard plate","A","2",""
"44","1040004593","Bolt","A","6","GB/T5782-2000"
"45","00771900311001231","Pressing plate","A","2",""
"46","1040004594","Bolt","A","1","GB/T5782-2000"
"47","00771900311001281","Lubrication-free bearing","A","2",""
"48","02552500301001120","Zinc coat first retracting wire rope","B","2","Alternative for
02552500301001020"
"48","02552500301001020","No.1 retracting wire rope","B","2","Alternative for
02552500301001120"
"49","00771900311121011","Connecting plate","A","1",""
"50","00771900311121020","Pulley","B","4",""
"51","00771900311121041","Drivepipe","A","4",""
"52","1040302489","Washer","B","4","GB/T97.1-2002"
"53","1040200504","Nut","A","2","GB/T889.1-2000"
"54","1040004594","Bolt","A","2","GB/T5782-2000"
"55","00771900311121031","Side plate","A","2",""
"56","00771900311030000","No.1 retracting pulley","B","2",""
"57","1040002435","Bolt","A","4","GB/T5783-2016"
"58","00771900310001070","Block I","A","2",""
"59","00771900310001080","Block II","A","2",""
"60","1040302480","Washer","B","4","GB/T96.1-2002"
"61","1040102648","Screw","A","4","GB/T70.2-2000"
"62","1040200504","Nut","A","14","GB/T889.1-2000"
"63","02552300301040000","First retracting pulley axle","B","2",""
"64","1040302489","Washer","B","47","GB/T97.1-2002"
"65","1040002433","Bolt","A","4","GB/T5783-2000"
"66","1040302512","Washer","A","4","GB/T96.1-2002"
