"Item","Part No.","Description","Qty."
"27","10000257","Spacer sleeve","2"
"28","10000254","Washer","6"
"29","00000787","Circlips 
JB/ZQ 4342-38","9"
"30","10002371","Pin","1"
"31","00008962","Hose clamp","2"
"32","10000047","Base plate","2"
"33","00002575","Nut  GB/T 6183.1  M8","2"
"34","00002089","Bolt  GB/T 5782  M8×50","2"
"35","10014454","Cable bridge","2"
"36","10011771","Clamp","2"
"37","10000260","Safety arm bushing","2"
"38","00005263","Bolt  QC/T 340  M10×30","3"
"39","10000259","Safety arm","2"
"40","00000565","898-38.1×199.5  Pin","2"
"41","10011770","Collar","2"
"42","00000822","Screw  GB/T 70.3  M5×16","2"
