"Item","Part No.","Description","Qty."
"1","00002280","Hose assembly (JCPT0808AC, JCPT1008AC)","1"
"","00002189","Hose assembly (JCPT0812AC, JCPT1012AC)","1"
"2","00002281","Hose assembly (JCPT0808AC, JCPT1008AC)","1"
"","00002190","Hose assembly (JCPT0812AC, JCPT1012AC)","1"
"3","00002192","Hose assembly","1"
"4","00011398","Hose assembly","1"
"5","00011397","Hose assembly","1"
"6","00011399","Hose assembly","1"
"7","00006927","Hose assembly","1"
"8","00001282","Straight fitting","4"
"9","00001264","Straight fitting","2"
"10","00001291","Straight fitting","1"
"11","00001776","Straight fitting","1"
"12","00001508","Straight fitting","2"
"13","00001292","Straight fitting","1"
"14","00001268","Straight fitting","1"
"15","00001778","Straight fitting","1"
"16","10000466","Fitting","1"
"17","00001835","Elbow","3"
"18","00006447","Elbow","1"
"19","00001073","Plug  VSTI14×1.5ED","2"
