"Item","Part No.","Description","Qty."
"1","00002884","Bolt  GB/T 16674  M10×100","2"
"2","10000252","Platform slider","4"
"3","00002572","Nut  GB/T 6183.1  M10","17"
"4","00000439","8813-38.1×44.45×50.8  Bearing","6"
"5","10000293","Outer arm 5","1"
"6","10000739","Inner arm 4","1"
"7","00002891","Bolt  GB/T 16674  M10×110","2"
"8","00001027","Bolt  GB/T 5782  M10×80","23"
"9","00000623","Nut  GB/T 6182  M10","23"
"10","10000261","Cable bridge","1"
"11","00000568","898-38.1×638.5  Pin","12"
"12","10000285","Outer arm","3"
"--","10014904","Left single link","1"
"--","10014903","Right single link","1"
"13","00000565","898-38.1×199.5  Pin","4"
"14","10000256","Spacer sleeve","4"
"15","10011770","Collar","7"
"16","00000822","Screw  GB/T 70.3  M5×16","7"
"17","00000595","895-38.1×220  Pin","3"
"18","00005413","Bolt  GB/T 16674  M10×40","1"
"19","10014451","Inner arm 2","1"
"20","10000255","Chassis slider","2"
"21","00002096","896B-38.1×25A  Pin","2"
"22","10000425","Hydraulic hoses manifolds","1"
"23","00000832","Screw  GB/T 70.3  M6×25","2"
"24","10000403","Hose (to upper lift cylinder)","1"
"25","10001171","Hose (to tank)","1"
"26","10000402","Hose (to lower lift cylinder)","1"
"27","00002877","Bolt  QC/T 340  M10×35","7"
