"序号","物料编码","名称及规格","版本","件数","备注"
"1","1140226628","胶管总成","A","1",""
"2","1140280174","胶管总成","A","2",""
"3","1140260167","胶管总成","A","1",""
"4","1140257450","胶管总成","A","1",""
"5","1140254945","胶管总成","A","2",""
"6","1140226427","胶管总成","A","1",""
"7","1140294797","胶管总成","A","2",""
"8","1140293682","胶管总成","A","2",""
"9","1140258252","胶管总成","A","1",""
"10","1140258325","胶管总成","A","2",""
"11","1140258958","胶管总成","A","1",""
"12","1140212677","胶管总成","A","1",""
"13","1140225104","胶管总成","A","1",""
"14","1140212678","胶管总成","A","1",""
"15","1140232596","胶管总成","A","1",""
"16","1140202358","胶管总成","A","1",""
"17","1140241817","胶管总成","A","1",""
"18","1140245857","胶管总成","A","1",""
"19","1140208906","胶管总成","A","1",""
"20","1140253227","胶管总成","A","1",""
"21","1140211726","胶管总成","A","1",""
"22","1140253878","胶管总成","A","1",""
"23","1140294798","胶管总成","A","1",""
"24","1140217197","胶管总成","A","1",""
"25","1140217435","胶管总成","A","1",""
"26","1140294795","胶管总成","A","2",""
"27","1140280357","胶管总成","A","1",""
"28","1140253955","胶管总成","A","1",""
"29","1140253398","胶管总成","A","1",""
"30","1140257700(3)","胶管总成","A","1",""
"31","1159902766","胶管总成","A","2",""
"32","1140231785","胶管总成","A","1",""
"33","1140254968","胶管总成","A","1",""
"34","1140245338","胶管总成","A","1",""
"35","1140294794","胶管总成","A","1",""
