"序号","物料编码","名称及规格","版本","件数","备注"
"1","1140212612","胶管总成","A","1",""
"2","1140212676","胶管总成","A","2",""
"3","1140260775","胶管总成","A","2",""
"4","1140253551","胶管总成","A","1",""
"5","1140212391","胶管总成","A","1",""
"6","1140227230","胶管总成","A","1",""
"7","1140228365","胶管总成","A","1",""
"8","1140241822","胶管总成","A","2",""
"9","1140250187","胶管总成","A","2",""
"10","1140109493","胶管总成","A","1",""
"11","1140257449","胶管总成","A","2",""
"12","1140257700","胶管总成","A","2",""
"13","1140224869","胶管总成","A","1",""
"14","1140206439","胶管总成","A","1",""
"15","1140250635","胶管总成","A","1",""
"16","1140224866","胶管总成","A","1",""
"17","1140208889","胶管总成","A","1",""
"18","1140252626","胶管总成","A","2",""
"19","1140244278","胶管总成","A","1",""
"20","1140240770","胶管总成","A","1",""
"21","1140236207","胶管总成","A","4",""
"22","1140238756","胶管总成","A","2",""
"23","1140225739","胶管总成","A","2",""
"24","1140225563","胶管总成","A","4",""
"25","1140111287","三通接头","A","7",""
"26","1140101807","三通接头","A","1",""
