"Item","Part Number","Description","Qty.","Remark"
"1","92000169","Insert","16",""
"2","92009458","Plug","24",""
"3","92000109","Sliding Block","4",""
"4","92000111","Shim","18",""
"5","00006122","Bolt  GB/T 5786  M12×1.25 × 30","16",""
"6","00000815","Spring Washer  GB/T 93  12","16",""
"7","00000814","Flat Washer  GB/T 97.1  12","16",""
"8","50010731","Shim","6",""
"9","50010733","Sliding Block","1",""
"10","50010766","Bracket","1",""
"11","00000836","Screw  GB/T 70.3  M8×12","6",""
"12","50010765","Guide plate","1",""
"13","50010701","Sliding Block","2",""
"14","50010730","Sliding Block","1",""
