"Item","Part Number","Description","Qty.","Remark"
"1","00000674","Bolt  GB/T 5783  M10 × 20","1",""
"2","00006753","Head Light","1",""
"3","92000228","Shield, Plastic","1",""
"4","00000619","Bolt  GB/T 5783  M6 × 25","8",""
"5","00000621","Spring Washer  GB/T 93  6","8",""
"6","00000620","Flat Washer  GB/T 97.1  6","16",""
"7","00005212","Footswitch","1",""
"8","00001033","Nut  GB/T 6182  M6","8",""
"9","00001063","Bolt  GB/T 5783  M8 × 16","6",""
"10","93000015","Spring Washer Ф8.2","10",""
"11","93200385","Housing","1",""
"12","00000875","Bolt  GB/T 5783  M8 × 20","2",""
"13","00001163","Nut  GB/T 6182  M8","2",""
"14","93000799","Housing","1",""
"15","50000555","Box, Manual","1",""
"16","00003700","Nut  GB/T 889.1  M3","3",""
"17","00001030","Screw  GB/T 70  M5 × 10","2",""
"18","00000688","Nut  GB/T 6170  M5","2",""
"19","00005190","Beacon","1",""
"20","00000623","Nut  GB/T 6182  M10","1",""
